property_id,purpose,type,added_on,furnishing,Price AED,Location,bed_bath_size,permit_number,agent_name,image_url,breadcrumbs,amenities,description
Bayut - 3448-icQX2g,For Sale,Apartment,,Ready,"4,800,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,,https://images.bayut.com/thumbnails/690754519-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - 3448-icQX2g","Balcony or Terrace,Swimming Pool,Centrally Air-Conditioned,Lobby in Building,Centrally Air-Conditioned,Balcony or Terrace,Lobby in Building,Gym or Health Club,Swimming Pool,Kids Play Area,Barbeque Area,Waste Disposal,Maintenance Staff,CCTV Security,Laundry Room,Satellite/Cable TV","This luxurious and modern 2 bedroom apartment located in Emaar Beachfront - Sunrise Bay, one of the most sought out locations in Dubai. ,Details & Amenities:,- Post handover payment plan,- Terrace with Dubai Eye & Palm Jumeirah view,- Fully furnished - contemporary style,- Podium level but better view than most side facing units in Beachfront,- Exclusive with Amber Homes,- Ready to move in,- Fully fitted open kitchen,- Children’s playing area,- Infinity pool,- Large gym,- 1.5km of private beach access,- 1 parking spot,- 2 bathrooms,- Laundry room,Emaar Beachfront is a premier coastal development in Dubai by Emaar Properties. It offers luxurious beachfront living with residential towers, waterfront villas, and stylish apartments, all overlooking the Arabian Gulf. Residents enjoy exclusive amenities including private beach access, dining, retail options, and leisure facilities, making it a sought-after destination for those seeking a modern beachside lifestyle."
Bayut - MTSll,For Sale,Apartment,,Ready,"4,000,000","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Rene Marquez,https://images.bayut.com/thumbnails/678970035-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - MTSll","Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Flooring,Parking Spaces,: 1,Centrally Air-Conditioned,Storage Areas,Balcony or Terrace,Lobby in Building,Reception/Waiting Room,Flooring,Gym or Health Club,Swimming Pool,Jacuzzi,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Business Center,Security Staff,CCTV Security,ATM Facility,24 Hours Concierge,View,Freehold"," Offer This Premium Apartment In EMAAR BEACHFRONT,- 2 Bedrooms,- 1097sqft,- 2 Balconies,- Marina - Sea Facing,- Spacious living room with access to the balcony,- 1 covered parking ,- Corner Unit With Both ,                                                                              ,- PRIVATE BEACH ACCESS. ,- SWIMMING POOL. ,- FULLY-EQUIPPED GYM. ,- EASY ACCESS TO SHEIKH ZAYED ROAD. ,                                                                                                         ,Website: poreb. com,YouTube: @poreb_uae,Instagram: @poreb_uae,Alternative: renemarquez_realestate,Follow Us: poreb. com/all,Hotline: 800 PARADISE,Email: ,Permit #,ORN #810"
Bayut - DP-S-47470,For Sale,Apartment,25 June 2024,Off-Plan,"3,400,000","Grand Bleu Tower 2, Grand Bleu Towers, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,1 Bath",none,Eenas Elsheakh,https://images.bayut.com/thumbnails/727822802-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Grand Bleu Towers,Grand Bleu Tower 2,Bayut - DP-S-47470","Balcony or Terrace,Centrally Air-Conditioned","Brought to you by Driven Properties, this 1 Bedroom Apartment is located in Grand Bleu Tower 2, Dubai Harbour. ,Unit Details:,- Mid Floor,- Palm View and Backside Balcony Marina,- Kitchen: Open and Fully Fitted,- Bath: 1,- BUA: 855 square feet,- Furnished: No,Features:,- Balcony,- Central air conditioning,- View of Water,- View of Landmark,- Shopping mall,- Shops,Dubai Harbour is a distinctive marine destination designed to be the luxurious marine gate of Dubai. Its privileged location at the intersection of Palm Jumeirah and Bluewaters, makes it close to International Airports and many tourist destinations. ,Call our Business Bay office for more information or viewing on , for out of office hours or weekends call ,. ,Ask us about:,- Mortgage Advisory,- Property Management,- Holiday Homes,- Interior Design,Visit our offices across Dubai's most popular communities including:,- Business Bay,- Dubai Creek Harbour,- Jumeirah Village Circle,- Dubai Hills Estate"
Bayut - 9320-4TiX4J,For Sale,Apartment,,Ready,"3,850,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Victor Ugochukwu Ofoekwe,https://images.bayut.com/thumbnails/659590546-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - 9320-4TiX4J","Swimming Pool,Jacuzzi,Sauna,Steam Room,Electricity Backup,Double Glazed Windows,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Jacuzzi,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Security Staff,CCTV Security,Laundry Room,24 Hours Concierge,View,Freehold","Marvic Real Estate is proud to present this exquisite 2-bedroom apartment. It is situated within Sunrise Bay Tower 2, located in Dubai Harbour. ,Unit Details:,Features:,Dubai Harbour is a unique marine destination envisioned as the luxurious gateway to Dubai. Its prime location at the crossroads of Palm Jumeirah and Bluewaters ensures proximity to international airports and various tourist attractions."
Bayut - 5958-tXGe6P,For Sale,Apartment,25 June 2024,Off-Plan,"3,190,000","Bayview by Address Resort, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,2 Baths",none,Mohamed Arif Vasaiwala,https://images.bayut.com/thumbnails/728001264-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Bayview by Address Resort,Bayut - 5958-tXGe6P","Swimming Pool,Jacuzzi,Gym or Health Club,Day Care Center,Gym or Health Club,Swimming Pool,Jacuzzi,Day Care Center,Kids Play Area","H&S Real Estate is Pleased to offer you the Most Luxurious Apartment on the Best Location at Bay View in Emaar Beachfront. ,Description:,SIZE: STARTING FROM 731 SQFT,BEDROOMS : 1,PRICE: STARTING FROM AED 3,190,000,**AGENTS PLEASE EXCUSE**,Amenities:,INFINITY POOL AND WET DECK,SHADED POOL DECK,SUN LOUNGERS,SHARED KID’S POOL AREA & PLAY AREA,RAISED LAWNS AND BBQ PODS,SHADED COMMUNAL AREAS,GROUND-LEVEL BOUTIQUES & CAFES,LANDSCAPED GARDENS,**PICTURES ARE FOR ILLUSTRATIVE PURPOSES ONLY**,Overview,Emaar Properties, Dubai's leading real estate developer, is the designer of the two-tower extravagance development known as Bayview by Address Resorts. In the beautiful Emaar Beachfront, the complex has a choice of beachfront units that come completely furnished. It will be an image of complexity and style due to its prime Emaar Ocean front area and stunning Bay perspectives. Residents will have easy access to the rest of the city because of significant parkways that make it simple to get to the project. This marvelous development grandstands a mix of modern day plan and timeless interiors, making a harmonious climate that is both welcoming and rich. It was made considering the Residents' preferences . Everything that has been carefully intended to ensure an unrivaled living experience. In light of its extraordinary furnishes and careful attention which makes each house overflows with refined class. ,To arrange viewings and further inquiries. Please contact:,Arif | Phone number: , | Email: ,RERA ORN: 22384,H&S Real Estate is an award-winning company and prides itself as one of the competent Real Estate in Dubai, United Arab Emirates. Our mission is to serve the needs of the clients with a menu of tailored services. ,H&S Real Estate,RERA ORN: 12207,www. hsproperty. ae"
Bayut - TATIANA,For Sale,Apartment,,Ready,"4,300,000","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,3 Baths",none,Tatyana Savostina,https://images.bayut.com/thumbnails/709736959-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - TATIANA","Furnished,Balcony or Terrace,Swimming Pool,Flooring,Furnished,Centrally Air-Conditioned,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,Prayer Room,Reception/Waiting Room,Flooring,First Aid Medical Center,Gym or Health Club,Swimming Pool,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Business Center,Conference Room,Security Staff,CCTV Security,ATM Facility,24 Hours Concierge,Freehold","Savos Realty LLC proudly presents this classic and elegant fully furnished 2-bedroom apartment located in the Marina Vista Tower 2, Emaar Beachfront. ,Unit Specifications:,- Fully Furnished ,- Fully equipped kitchen,- Features 3 bathrooms,- Spans an area of 1112.45 Sq. Ft,Features:,- Balcony with amazing sea view and community view as well.  ,- Access to a well-equipped gym,- Kitchen appliances ,- Fitted with built-in wardrobes for ample storage,- Covered parking available,- Offers picturesque views of the water,- Ensured security,- Within proximity to restaurants and shops,Dubai Harbour stands out as a premier maritime destination, envisioned to be Dubai's luxurious marine gateway. Its prime location at the crossroads of Palm Jumeirah and Blue waters ensures proximity to international airports and numerous tourist attractions. , For Further details, please contact ,."
Bayut - B-AS-111081,For Sale,Apartment,,Ready,"4,800,000","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Abbas Awada,https://images.bayut.com/thumbnails/721438506-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - B-AS-111081","Balcony or Terrace,Maids Room,Swimming Pool,Gym or Health Club","Marina Vista Tower 2 presents you an ultimate luxurious lifestyle in a private sanctuary, a whole distinctive approach of high-end living shines in a private gated island. ,Property Features:,* 2 Bedrooms,* 2 Bathrooms,* Sea View,* High Floor,Great Amenities to Enjoy living in Vista Marina Tower:,PRIVATE BEACH ACCESS,SWIMMING POOL,FULLY-EQUIPPED GYM,EASY ACCESS TO SHEIKH ZAYED ROAD,PANORAMIC VIEWS OF THE SEA,Every unit in Marina Vista Tower Two flaunts an elegant way of living with spacious spaces, high-end finishing, dynamic design, magnificent panoramic views over the Arabian Gulf and Dubai Marina through expansive glass windows. ,MARINA VISTA is designed for the true lovers of seaside living. Clean lines and expansive glass panels of these contemporary homes provide panoramic views of the sea and the marina. Come home to spacious apartments bathed in sunlight, with an elegant colour palette inspired by the Arabian shores. ,¶ Property Features: ,✅ Maid Room,✅ Laundry Room,✅ Balcony,✅ Walk-In Closet,✅ Waterfront View,✅ Shared Gym,✅ Shared Pool,♣,fam Properties , Contact Us - , , Toll free: 800fam, , Email: , Visit our website: famproperties. com , Office Registration no: 1858 , RERA Broker ID: 8976 , Permit No:"
Bayut - DP-S-47472,For Sale,Apartment,25 June 2024,Off-Plan,"3,700,000","Address The Bay, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,1 Bath",none,Eenas Elsheakh,https://images.bayut.com/thumbnails/727828665-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Address The Bay,Bayut - DP-S-47472","Balcony or Terrace,Centrally Air-Conditioned","Brought to you by Driven Properties, this 1 Bedroom Apartment is located in Address The Bay, Dubai Harbour. ,Unit Details:,- Marina view,- Kitchen: Open and Fully Fitted,- Bathrooms: 1,- Built up Area: 922 square feet,- Furnished: No,Features:,- Balcony,- Central air conditioning,- Kitchen Appliances,- View of Landmark,- View of Water,- Conference room,- Security,Dubai Harbour is a distinctive marine destination designed to be the luxurious marine gate of Dubai. Its privileged location at the intersection of Palm Jumeirah and Bluewaters, makes it close to International Airports and many tourist destinations. ,Call our Business Bay office for more information or viewing on , for out of office hours or weekends call ,. ,Ask us about:,- Mortgage Advisory,- Property Management,- Holiday Homes,- Interior Design,Visit our offices across Dubai's most popular communities including:,- Business Bay,- Dubai Creek Harbour,- Jumeirah Village Circle,- Dubai Hills Estate"
Bayut - RL-79278,For Sale,Apartment,,Ready,"5,100,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Rebecca Reid,https://images.bayut.com/thumbnails/684094503-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - RL-79278",,"Vacant On Transfer - Best Layout - View Now,Rebecca from White and Co is delighted to introduce you to your new residence within Sunrise Bay Tower 2. Located in one of Dubai Harbour's most esteemed waterfront communities, this beautiful two-bedroom apartment offers an unmatched beach lifestyle. ,Residents of Sunrise Bay have exclusive access to luxurious amenities including access to a private beach, pool and fitness facilities. ,Property Features:,- Luxury apartment,- Best Layout ,- Fully furnished or Unfurnished ,- 2 bedroom,- 1,230.96sq. ft,- Large balcony with beautiful Marina views,- Bright and luxurious apartment,- Fully equipped kitchen ,- Vacant upon transfer ,Building amenities:,- Private Beach Access,- Stunning poop with Marina View,- Fully equipped gymnasium,- Kid's playing area,- Kid's pool,- Multi-purpose room,For further inquiries or for additional information, call Rebecca on , or send a message on WhatsApp or Email on "
Bayut - SpadesreDev-Ap-S-Adm023,For Sale,Apartment,28 May 2024,Off-Plan,"4,088,888","Seapoint, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,1 Bath",none,Shaharyar Ahmed,https://images.bayut.com/thumbnails/472749428-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Seapoint,Bayut - SpadesreDev-Ap-S-Adm023","Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Lobby in Building,Parking Spaces,: 1,Balcony or Terrace,Lobby in Building,Service Elevators,Completion Year,: 2028,Gym or Health Club,Swimming Pool,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Security Staff,CCTV Security","Spades Real Estate welcomes you to Dubai's most exclusive island, Seapoint by Emaar Beachfront at the heart of Dubai Harbour. Creating a lifestyle suitable for all with high end amenities and a luxury seaside lifestyle. ,Property Details: ,- 1 Bedroom,- 2 Washroom,- 1 Allocated Parking,- Pool,- Balcony,- CCTV Security,Not only these apartments are luxurious, and full of amenities but also allow comfort to the residence with direct access to Sheikh Zayed Road and 5 minutes away from Dubai Marina with a range of famous attractions. ,All waterfront residences will feature breathtaking views of the sea from Dubai Harbour Boulevard to Palm Jumeirah allowing residents to enjoy the majestic views from the floor-to-ceiling windows allowing the natural light radiating into your sophisticated homes. ,Spades Real Estate would love to provide you with an exceptional service tailored to your needs to find your forever home. We will be guiding you step by step to ensure that the process will go as smoothly as possible. ,Contact Person:,Spades Real Estate,Email: ,Phone: ,Mobile: "
Bayut - ES-25535,For Sale,Apartment,24 May 2024,Off-Plan,"3,400,000","Seapoint, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,1 Bath",none,Keisha Brass,https://images.bayut.com/thumbnails/701662281-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Seapoint,Bayut - ES-25535",,"Espace Real Estate presents a one-bedroom apartment in Dubai Harbour, Emaar Beachfront. This well-maintained property features a spacious living and dining area, an open-plan kitchen with a utility space, and a bedroom equipped with fitted wardrobes. It includes one bathroom and is available unfurnished with a payment plan option. Emaar Beachfront, developed by Emaar Properties, is a luxurious enclave on a private island between Dubai Marina and Palm Jumeirah, offering breathtaking views of the Arabian Gulf and a blend of modern living in a tranquil setting. Seapoint Residences is conveniently located just 5 minutes from Dubai Marina and provides easy access to Sheikh Zayed Road. ,- 1 Bedroom,- Sea Views,- BUA: Approximately 732 sqft,- Payment Plan,- Pet friendly,- Private beach access,- Good location,- Barbecue area,- Parking space,- Shared Swimming Pool,Finance is available on this property through Espace Real Estate. ,Office location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE. ,Tel. No. : ,RERA No. : 37942; ORN: 936,This property is managed by Espace Real Estate Broker"
Bayut - MSB-4905,For Sale,Apartment,7 June 2024,Off-Plan,"3,300,000","Seapoint, Emaar Beachfront, Dubai Harbour, Dubai","1 Bed,1 Bath",none,Sergiu Sobetchi,https://images.bayut.com/thumbnails/723467193-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Seapoint,Bayut - MSB-4905","Balcony or Terrace,Parking Spaces,Sauna,Steam Room,Parking Spaces,Centrally Air-Conditioned,Balcony or Terrace,Gym or Health Club,Sauna,Steam Room,Security Staff","This exquisite one-bedroom apartment in Seapoint, EMAAR Beachfront, offers a spacious and contemporary living environment that is well-suited for families or those desiring extra space. It includes a well-appointed bedroom, an open and modern living area, and a stylish kitchen with high-quality finishes. ,Whether you're a family, a couple, or anyone seeking a contemporary and luxurious living space, this two-bedroom apartment in Seapoint offers an exceptional lifestyle in one of Dubai's premier beachfront destinations. ,* En suite bedroom,* Spacious Balcony,* Floor-to-ceiling windows,* Equipped kitchen,* Bright and Modern Layout,* Children's and Adult Pools with sun deck and loungers,* Private Beach Access,* BBQ Pods,* Breathtaking Views,* Kids Playground,* Landscaped Garden,Seapoint in EMAAR Beachfront is an exclusive waterfront community offering stunning sea views and a range of premium amenities. Residents have access to pristine beaches, swimming pools, fitness facilities, and numerous leisure options. With its prime location, Seapoint ensures easy access to shopping, dining, and other conveniences. ,is dedicated to delivering our clients a wide array of services: sales, rentals, property management, consulting services, mortgage brokerage, and many more."
Bayut - AP25929S,For Sale,Apartment,,Ready,"5,400,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Neda Krstanovic,https://images.bayut.com/thumbnails/695229432-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - AP25929S",,"Experience unparalleled luxury and waterfront living with this exquisite 2-bedroom apartment in the esteemed Emaar Beachfront development - Sunrise Bay. Spanning an impressive 1,230 sqft, this fully furnished and upgraded residence offers a seamless blend of elegance, comfort, and sophistication. Boasting a full Marina view, the apartment showcases breathtaking vistas of the shimmering waters, creating a serene and tranquil ambiance. ,Key Features:,- Full Marina View,- 1 parking space,- Large Balcony,- Ample Storage Space,- World-Class Amenities,- Private Beach Access,Additional Details:,- Size: 1,230.96 sq. ft. ,- Fully Furnished & Upgraded,- Vacant Now,Emaar Beachfront Lifestyle:,Situated within the vibrant Emaar Beachfront community, Sunrise Bay offers residents a unique beachfront lifestyle with a wealth of leisure, dining, and entertainment options right at their doorstep. With its prime location, impeccable design, and world-class amenities, Sunrise Bay represents the epitome of luxury waterfront living in Dubai. ,Don't miss out on this exceptional opportunity to own a piece of paradise in one of Dubai's most sought-after beachfront developments. Contact us today to arrange a viewing and experience the allure of Sunrise Bay firsthand."
Bayut - MS-13550,For Sale,Apartment,,Ready,"4,950,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Svetlana   Vasilieva,https://images.bayut.com/thumbnails/682011248-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - MS-13550","Balcony or Terrace,Parking Spaces,Centrally Air-Conditioned,Security Staff","* 2 Bedroom,* View: Dubai Eye and Sea,* Unfurnished,* Built-In Wardrobe,* Mid Floor,* Beach Access,- Lounge pool with temperature control,- Children’s pool area,- Spectacular gymnasium,- Dedicated security with integrated CCTV coverage,- 24-hour concierge services,- Secured resident parking,- Wide array of retail outlets conveniently located,Sunrise Bay Tower 2 is a high-rise residential building offering luxury apartments with contemporary designs and upscale finishes. The tower is part of the wider Emaar Beachfront development, which includes a mix of residential, commercial, and leisure components. ,Emaar Beachfront offers residents a resort-style living experience with a variety of leisure and entertainment options, including beach clubs, waterfront promenades, retail outlets, restaurants, and cafes. The community aims to create a vibrant and inclusive beachfront lifestyle for residents to enjoy. ,Metropolitan Premium Properties (MPP) is dedicated to delivering our clients a wide array of services: sale, rentals, property management, consulting services, mortgage brokerage, and many more."
Bayut - RL-87930,For Sale,Apartment,25 June 2024,Ready,"5,500,000","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Ciaran Delaney,https://images.bayut.com/thumbnails/727934096-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - RL-87930","Balcony or Terrace,Swimming Pool,Jacuzzi,Centrally Air-Conditioned,Centrally Air-Conditioned,Central Heating,Study Room,Balcony or Terrace,Gym or Health Club,Swimming Pool,Jacuzzi,Lawn or Garden,Conference Room,Security Staff,24 Hours Concierge","White and Co is thrilled to bring to the market this exclusive 2 bedroom apartment in Marina Vista, Emaar Beachfront that boasts both a full Palm View and an incredible Skyline View. ,In one of the most desirable communities in Dubai, you will find this stunning 2 bedroom apartment. Upon entering the apartment, you will be astonished by the bright and airy open plan living and dining area, which features floor to ceiling windows and breathtaking views throughout. ,Two spacious bedrooms are found in the apartment, with the master bedroom boasting its own private bathroom and ample closet space, as well as a balcony that overlooks the Arabian Gulf. The second bedroom can be used either for guests or as a home office. ,* 2  Balconies,* High ROI,* Shared Gym,* 2 Parking Spaces,* BUA: 1095.98 sqft. ,* Unfurnished,* Stunning Full Palm & Marina Skyline Views,*  Lots of natural light and beautiful sunsets,*  Exquisitely Crafted Kitchen and Bathroom,*  High Floor,*  Direct Beach Access,*  Fantastic location between Palm Jumeirah and Dubai Marina,*  Podium swimming pool,*  State of the art fully-equipped gymnasium"
Bayut - ES-22759,For Sale,Apartment,21 May 2024,Ready,"3,999,999","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Keisha Brass,https://images.bayut.com/thumbnails/675040589-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - ES-22759",,"Espace Real Estate is excited to introduce this exquisite mid-floor 2 bedroom luxury apartment situated within the recently constructed Marina Vista Tower 2, nestled along the beachfront. This newly built residence boasts ample natural light, a spacious open kitchen equipped with high-quality branded appliances, and a generous balcony that offers partial vistas of both the Palm and Marina. ,-Fully Furnished 2 Bedroom,-BUA: Approximately 1096 sqft,-Sea and Skyline view,-Corner Unit,-Big Balcony,-Spacious Living Area,-2 Parking Spaces,-Brand New,-Vacant ,Finance is available on this property through Espace Real Estate. ,Office location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE. ,Tel. No. : ,RERA No. : 28410; ORN: 936,This property is managed by Espace Real Estate Broker."
Bayut - DCH242743,For Sale,Apartment,,Ready,"4,500,000","Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,3 Baths",none,Omri Zer,https://images.bayut.com/thumbnails/727337825-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Marina Vista,Marina Vista Tower 2,Bayut - DCH242743",,"Dacha Real Estate is pleased to offer you the most luxurious 2 bedroom on the market. ,Situated on the beautiful Emaar Beachfront, sitting right on the waters edge. This unit is the most attractive unit to own, for personal use or for investments. ,Property Details:,- 2 beds,- 1,111 sqft,- Payment Plans,- Built-in Wardrobes,- Central A/C,Features:,- Private beach access,- Outdoor pool deck,- Retail outlets and restaurant,- Exclusive Basement parking,- Fully-equipped gym,- Children's play area,- Swimming pool,- Easy access to Sheikh Zayed Road,- Floor-to-ceiling windows allowing in natural light and beautiful sunsets,- Covered parking slot,For further information please contact our head office on ,, alternatively visit www. dacha. ae where you will find an extensive selection of properties available for sale and for rent."
Bayut - PB-S-6413,For Sale,Apartment,,Ready,"4,790,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,George Lupson,https://images.bayut.com/thumbnails/719841310-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - PB-S-6413","Balcony or Terrace,Parking Spaces,Swimming Pool,Centrally Air-Conditioned,Parking Spaces,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Swimming Pool,Security Staff,24 Hours Concierge","On behalf of Arabian Estates I am pleased to present you this beautiful 2 bedroom apartment located in the highly sought after Sunrise Bay Tower 2, on Emaar Beachfront. ,Situated on a high floor, this meticulously designed residence spans 1,230 square feet and offers breathtaking panoramic views of the iconic Dubai Marina. Boasting top-class facilities and premium finishing touches throughout. ,Property Details:,- 2 Bed + 2 Bathroom,- 1,230.97 Sq Ft,- Fully Furnished,- Vacant On Transfer,- Full Marina Views From All Rooms,- Fully Equipped Kitchen Area ,- Larger Balcony ,Contact the broker for further information. George: ,Amenities & Facilities:,✓ Infinity Pool,✓ Expansive Pool Deck,✓ Spa and Wellness,✓ Fitness Center,✓ Direct Beach Access,✓ Walking Distance to Yacht Club,✓ Allocated Parking included,✓ Multi-purpose Sports Area,✓ Close to The Palm,✓ Recreational facilities,✓ Resort-style Amenities,Sunrise Bay at Emaar Beachfront is a premium twin tower of 26 stories set only a few steps away from the glimmering bay and the vibrant marina, which comprise of 1-2-3 and 4-bedroom apartments. ,This luxurious waterfront residential tower epitomises coastal living, with its elegant design and prime location. Residents can enjoy direct access to the pristine beach, as well as top-notch amenities."
Bayut - DP-S-47050,For Sale,Apartment,,Ready,"5,100,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Paul Musson,https://images.bayut.com/thumbnails/697097436-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - DP-S-47050","Balcony or Terrace,Parking Spaces,Gym or Health Club","Brought to you by Driven Properties, this 2 Bedroom Apartment is located in Sunrise Bay, Dubai Harbour. ,Unit Details:,- Vacant On Transfer,- Kitchen: Open and Fully Fitted,- Bathrooms: 2,- Bua: 1394 sqft,- Furnished: Yes,Features:,- Balcony,- Gymnasium,- Kitchen Appliances,- View of Landmark,- Covered parking,- Shared swimming pool,- Walk-in Closet,- Built-in wardrobes,Dubai Harbour is a distinctive marine destination designed to be the luxurious marine gate of Dubai. Its privileged location at the intersection of Palm Jumeirah and Bluewaters makes it close to International Airports and many tourist destinations,Call our Business Bay office for more information or viewing on , for out-of-office hours or weekends call ,. ,Ask us about:,- Mortgage Advisory,- Property Management,- Holiday Homes,- Interior Design,Visit our offices across Dubai's most popular communities including:,- Business Bay,- Dubai Creek Harbour,- Jumeirah Village Circle,- Dubai Hills Estate"
Bayut - AP729414S,For Sale,Apartment,,Ready,"3,600,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai","2 Beds,2 Baths",none,Izabela Matyjaszek,https://images.bayut.com/thumbnails/726821021-800x600.jpeg,"Dubai Apartments,Dubai Harbour,Emaar Beachfront,Sunrise Bay,Sunrise Bay Tower 2,Bayut - AP729414S",Balcony or Terrace,"Betterhomes is proud to offer this exquisite 2-bedroom apartment located in the highly sought-after location at Emaar Beachfront. This luxury property is currently tenanted, ensuring an immediate rental income for potential investors. ,Whether you're looking for a new home or an investment opportunity, this apartment is sure to impress. ,- 2 bedroom,- Huge Balcony,- 1 parking ,- Tenanted ,- Furnished,- Privat beach,- Pool,- Gym,The apartment features a spacious and modern layout with high-end finishes throughout. The open-plan living and dining area is perfect for entertaining, while the large windows offer stunning views of the sea and palm. ,Residents of Sunrise Bay enjoy access to a range of premium amenities, including a state-of-the-art gym, swimming pools, private beach access, and beautifully landscaped gardens. The development is conveniently located close to major highway SZR, making it easy to reach key destinations in Dubai. ,For more information or to schedule a viewing, please contact us today."
